ppt_id,ppt_name,O,C,E,A,N,gorilla
ppt_1,NA,-0.9350682978966677,-0.4218062340268992,0.13404068144146372,0.08240252399337186,0.05544972403318535,0
ppt_2,Menandez,0.09354278840549461,1.7429817552196403,1.428585449443807,0.9123739965385476,-0.45094124176138894,0
ppt_3,Jumana,0.5406286521496696,1.3177356610273907,-0.03620200829936368,1.4544504436765033,-1.5055108162342703,1
ppt_4,NA,-0.9553034236937973,-0.6563496754513781,-0.034179710369804356,-0.011920616471435396,1.1843382731202403,0
ppt_5,NA,-0.9713747016963385,-0.4234025291624645,-0.06494701701151352,1.4793385080378165,0.4749426651946659,1
ppt_6,Sumayya,-0.0626578395729451,0.13411682543744413,1.0928583176335342,0.3011759157810308,1.6892385122492568,0
ppt_7,Sarah,-1.3797594685922556,-0.9059572497584205,0.4145384841672129,1.5759180810779023,-0.40236747145994517,0
ppt_8,NA,-1.2509703693228396,-0.3556776320445832,-0.48210466096994214,0.5188946788362205,0.44666325000649487,1
ppt_9,Raabiya,-0.6601429552603597,-0.512460091771911,-0.23361676858911945,0.9908462284160628,-0.9848727245895234,0
ppt_10,Jocelyn,0.13233360076330528,-0.90991642199659994,1.3980047524055876,-1.5673618741465114,0.28751494103943986,0
ppt_11,NA,0.15392079904731001,-0.361068877184396,-0.5269181869131969,0.08451629075933864,-0.053649259102134396,1
ppt_12,Stephanie,-1.959206064510785,-0.48299739003366227,-1.7185898957526395,1.0173602662940362,0.8333883033893984,0
ppt_13,Brenda,-0.6819677700760791,1.533896348909356,-0.5007227712042738,0.3468609608802408,0.6842268001403983,1
ppt_14,Sabreen,-0.32848290695971616,0.1579547890940858,0.987712826977148,-0.6704605904569124,0.060265854372987086,1
ppt_15,Marcella,-0.37950564768399947,-0.9215387645880115,-1.401332266418761,-1.4124757486785389,0.7009544756030722,0
ppt_16,Rebecca,-0.7497741834365692,-0.2212732565074479,0.8364151861426541,0.6047424604766198,1.1016676180828961,0
ppt_17,Faheem,0.20345697918748884,0.5822089381327155,-1.8957542597561563,0.27582691247391067,0.5479218332384757,1
ppt_18,Manaal,0.45705962789992666,1.3399651451771541,-0.7250838503594388,1.858108291927424,0.07813894201385943,0
ppt_19,Heather,-1.5211091165374824,0.017157732073015745,-0.20738665763333405,0.06336341142961822,1.1790556061045434,1
ppt_20,Wardiyya,-0.44676891262162133,-1.8996238940257313,-2.117508970154665,-0.24230688638949344,0.8787451793857052,0
ppt_21,Reisa,-0.8921916298715407,-0.010783840570879971,-0.6668263109634566,-0.2881476339283151,-0.36484084095458824,1
ppt_22,Madeline,-0.2735748392272727,0.5341473714917131,-0.2736922182578836,0.7648966018341303,0.9205016433397597,1
ppt_23,NA,-0.39042714386938804,0.26459660019511316,0.552687237435396,0.16026926654917,-1.5358855540668452,0
ppt_24,NA,-0.5163637434890712,0.14983462343588805,0.5791859787747281,1.157480199256433,-0.30906573664276954,0
ppt_25,NA,-0.28378559219277055,2.490599766750492,0.3394028902446312,1.4744577257620588,-1.1672140873731387,0
ppt_26,Khoa,1.3951473352601482,-1.393025002637918,-0.5251146773373384,0.30932249134098383,0.2299031096845791,0
ppt_27,Savannah,0.4957993320760311,0.12883600951018906,-1.2060896196450268,0.36408105264201757,-0.7262994912191254,0
ppt_28,Nabeel,0.8609954641703367,-1.009511765483843,-0.770986760059428,0.36090399965936504,-1.3871119473405844,0
ppt_29,Melissa,-0.46411396252822634,0.5218496757149548,-0.06811963366017318,1.5852663198253139,-1.3607911040373244,1
ppt_30,Johnny,-1.398926226704855,-0.03242109194850384,1.0151942584009064,2.2891316541428752,2.3474498239379127,1
ppt_31,Christian,-1.3199761139192832,-0.4422501757728055,-0.7261330797859131,-1.1896736384817923,0.01156037367206109,0
ppt_32,Aseel,1.4193953932401209,-0.6980082323937425,-0.27679541353204057,0.3117450973837731,0.3616133528140883,0
